회사명,소재지,대표업종,업종명,전화번호,팩스번호,종업원수
한성에스앤아이 주식회사,경상북도 영천시 금호읍,28111,전동기 및 발전기 제조업,055-286-1061,055-286-1063,10
슈마케미아주식회사,경상북도 영천시 금호읍,20121,수소 제조업 외 1 종,055-375-1214,,9
대경,경상북도 영천시 신녕면,25113,육상 금속 골조 구조재 제조업,070-4187-7754,054-338-7754,3
농업회사법인 품 주식회사,경상북도 영천시 도남동,10122,육류 포장육 및 냉동육 가공업 (가금류 제외),070-4211-3929,054-334-0466,42
(주)네오필드,경상북도 영천시 화남면,22299,그 외 기타 플라스틱 제품 제조업,070-4235-3505,070-4235-3506,6
(주)유성,경상북도 영천시 대창면,30399,그 외 자동차용 신품 부품 제조업,070-4334-0226,054-335-0719,74
(주)아이에스스틸,경상북도 영천시 대창면,25113,육상 금속 골조 구조재 제조업,070-4759-0299,070-7966-2299,15
(주)디엠씨 영천2공장,경상북도 영천시 도림동,30399,그 외 자동차용 신품 부품 제조업,070-4946-7300,054-336-2316,8
(주)디엠씨 영천공장,경상북도 영천시 언하동,30399,그 외 자동차용 신품 부품 제조업 외 3 종,070-4946-7300,054-336-2316,100
주식회사 데이웰즈,경상북도 영천시 봉동,10709,기타 식사용 가공처리 조리식품 제조업 외 1 종,070-5056-5436,0504-985-0962,20
(주)성진글로벌,경상북도 영천시 북안면,22223,플라스틱 창호 제조업,070-7608-0909,054-255-6385,10
(주)신진에코,경상북도 영천시 채신동,20203,혼성 및 재생 플라스틱 소재 물질 제조업,070-7612-3645,,15
대금환경개발,경상북도 영천시 고경면,25929,그 외 기타 금속가공업,070-7761-1067,054-336-7040,3
(주)정헌,경상북도 영천시 완산동,29150,"산업용 오븐, 노 및 노용 버너 제조업 외 1 종",070-8666-0583,070-7500-6636,0
농업회사법인(주)프레쉬벨,경상북도 영천시 금호읍,11209,기타 비알코올 음료 제조업 외 1 종,070-8670-9249,053-289-7765,12
락셀코리아,경상북도 영천시 오수동,29210,농업 및 임업용 기계 제조업 외 1 종,070-8691-0384,070-8299-0384,2
농업회사법인 주식회사 일농,경상북도 영천시 고경면,10309,기타 과실채소 가공 및 저장 처리업,070-8760-2169,054-0336-1089,4
경북햇살농원영농조합법인,경상북도 영천시 임고면,10309,기타 과실채소 가공 및 저장 처리업,070-8801-1135,054-333-1135,8
(주)길번,경상북도 영천시 언하동,10891,커피 가공업 외 1 종,070-8831-9811,0504-231-9835,2
가인텍스,경상북도 영천시 임고면,13104,연사 및 가공사 제조업,070-8833-4761,,5
주식회사 키움,경상북도 영천시 청통면,25112,구조용 금속 판제품 및 공작물 제조업,1533-3903,054-332-7829,6
대한ENG,경상북도 영천시 채신동,25112,구조용 금속 판제품 및 공작물 제조업 외 1 종,1588-3903,054-332-7829,10
(주)새일산업,경상북도 영천시 금호읍,31312,무인 항공기 및 무인 비행장치 제조업,1644-9618,054-332-9618,5
농업회사법인 (주)두손애약초(2공장),경상북도 영천시 오미동,10309,기타 과실채소 가공 및 저장 처리업,1666-6858,053-854-8551,0
태백철강,경상북도 영천시 청통면,24199,그 외 기타 1차 철강 제조업,1899-7001,053-852-8530,6
(주)화수목,경상북도 영천시 화남면,10839,기타 식품 첨가물 제조업,,,5
경원금속,경상북도 영천시 금호읍,24213,"연 및 아연 제련, 정련 및 합금 제조업 외 1 종",,,12
길포상사,경상북도 영천시 대창면,30399,그 외 자동차용 신품 부품 제조업 외 3 종,,,5
나이스케미칼,경상북도 영천시 도남동,10831,"식초, 발효 및 화학 조미료 제조업 외 1 종",,,8
대경산업,경상북도 영천시 대창면,25122,금속탱크 및 저장용기 제조업 외 1 종,,,7
도일상회,경상북도 영천시 고경면,14419,기타 편조의복 액세서리 제조업,,,4
동성산업,경상북도 영천시 채신동,20203,혼성 및 재생 플라스틱 소재 물질 제조업,,,4
명원전력산업,경상북도 영천시 오미동,22241,운송장비 조립용 플라스틱제품 제조업 외 1 종,,,5
미산케미칼,경상북도 영천시 채신동,20312,복합비료 및 기타 화학비료 제조업,,,10
서광테크,경상북도 영천시 대창면,25924,절삭가공 및 유사처리업 외 4 종,,,7
성동산업,경상북도 영천시 금호읍,13219,특수 직물 및 기타 직물 직조업,,,15
승원친환경기술,경상북도 영천시 북안면,23325,콘크리트 관 및 기타 구조용 콘크리트 제품 제조업 외 1 종,,,7
승일제대(주),경상북도 영천시 신녕면,17221,종이 포대 및 가방 제조업,,,11
씨에이치에스,경상북도 영천시 화남면,23222,위생용 및 산업용 도자기 제조업,,,7
아주농산,경상북도 영천시 도남동,10832,천연 및 혼합조제 조미료 제조업,,,6
영진텍스타일,경상북도 영천시 임고면,13222,자수제품 및 자수용재료 제조업 외 1 종,,,12
우양농산,경상북도 영천시 대창면,10309,기타 과실채소 가공 및 저장 처리업,,,8
월산요,경상북도 영천시 화남면,23222,위생용 및 산업용 도자기 제조업,,,3
유신벽돌,경상북도 영천시 오미동,23324,"콘크리트 타일, 기와, 벽돌 및 블록 제조업 외 1 종",,,4
청산기업,경상북도 영천시 청통면,16229,기타 건축용 나무제품 제조업 외 1 종,,,10
토담집농원,경상북도 영천시 화산면,10833,장류 제조업,,,4
한성닥트엔지니어링,경상북도 영천시 화룡동,25913,자동차용 금속 압형제품 제조업 외 1 종,,,2
주식회사 엠제이이,경상북도 영천시 임고면,29230,금속 주조 및 기타 야금용 기계 제조업,,02-567-0108,1
(주)제이티엠,경상북도 영천시 청통면,13104,연사 및 가공사 제조업,,02-717-7958,3
웰니스,경상북도 영천시 고경면,22299,그 외 기타 플라스틱 제품 제조업,,041-562-2211,4
가보산업,경상북도 영천시 청통면,30399,그 외 자동차용 신품 부품 제조업 외 3 종,,0504-016-7555,10
효성화학,경상북도 영천시 오미동,22212,플라스틱 필름 제조업 외 1 종,,0504-033-5789,7
에이스시스템산업,경상북도 영천시 대창면,25113,육상 금속 골조 구조재 제조업,,0504-051-0619,5
한국기업,경상북도 영천시 금호읍,30320,자동차 차체용 신품 부품 제조업 외 1 종,,050-4055-0194,20
(주)삼국유리,경상북도 영천시 청통면,23119,기타 판유리 가공품 제조업 외 1 종,,0504-058-0612,9
보경정경,경상북도 영천시 북안면,13104,연사 및 가공사 제조업,,0504-177-9656,4
덕산하이텍,경상북도 영천시 청통면,25942,그 외 금속파스너 및 나사제품 제조업 외 1 종,,0504-188-0394,10
성지엔지니어링,경상북도 영천시 청통면,25941,볼트 및 너트류 제조업 외 1 종,,0504-188-0394,10
해드림산업,경상북도 영천시 북안면,17909,그 외 기타 종이 및 판지 제품 제조업,,0504-199-5680,3
(주)석현,경상북도 영천시 금호읍,22232,포장용 플라스틱 성형용기 제조업,,0504-236-3853,24
(주)으르렁모터스,경상북도 영천시 망정동,25913,자동차용 금속 압형제품 제조업,,0504-331-6088,3
농업회사법인 주식회사 진산삼바이오,경상북도 영천시 고경면,10309,기타 과실채소 가공 및 저장 처리업 외 1 종,,0504-377-5539,3
(주)엔바이오텍,경상북도 영천시 금호읍,10901,반려동물용 사료 제조업 외 1 종,,0504-383-4873,4
농업회사법인(주)한국와인,경상북도 영천시 금호읍,10309,기타 과실채소 가공 및 저장 처리업 외 1 종,,0504-402-9239,10
커버스 주식회사,경상북도 영천시 청통면,30399,그 외 자동차용 신품 부품 제조업,,0504-445-9924,2
(주)보성식품,경상북도 영천시 고경면,10309,기타 과실채소 가공 및 저장 처리업,,0504-476-0800,5
모든에너지(주),경상북도 영천시 언하동,30399,그 외 자동차용 신품 부품 제조업,,0505-357-8586,8
(주)제이엘디,경상북도 영천시 금노동,10309,기타 과실채소 가공 및 저장 처리업,,0507-815-8895,0
(주)신학,경상북도 영천시 청통면,29250,음식료품 및 담배 가공기계 제조업,,053-254-0675,15
부영ENG,경상북도 영천시 금호읍,29250,음식료품 및 담배 가공기계 제조업 외 1 종,,053-254-5941,5
매현테크,경상북도 영천시 금호읍,29293,주형 및 금형 제조업,,053-358-6677,4
호야정밀,경상북도 영천시 금호읍,29293,주형 및 금형 제조업,,053-358-6677,4
(주)홍성산업,경상북도 영천시 청통면,30399,그 외 자동차용 신품 부품 제조업 외 3 종,,053-381-1999,20
반도테크,경상북도 영천시 대창면,29169,기타 물품 취급장비 제조업,,053-565-4287,5
대유스틸,경상북도 영천시 청통면,24199,그 외 기타 1차 철강 제조업,,053-583-2494,6
비봉섬유,경상북도 영천시 청통면,13213,화학섬유직물 직조업,,053-591-0593,10
태형정밀,경상북도 영천시 대창면,29293,주형 및 금형 제조업,,053-592-5730,5
(주)늘푸른스마트테크,경상북도 영천시 대창면,10121,가금류 가공 및 저장 처리업 외 3 종,,053-746-7765,5
케이디스톤,경상북도 영천시 금호읍,23911,건설용 석제품 제조업,,053-761-6189,5
금대영,경상북도 영천시 고경면,25999,그 외 기타 분류 안된 금속 가공 제품 제조업,,053-765-1814,7
대영시스템,경상북도 영천시 금호읍,22223,플라스틱 창호 제조업,,053-765-1814,0
드림,경상북도 영천시 대창면,25942,그 외 금속파스너 및 나사제품 제조업 외 1 종,,053-791-8899,7
고려상사,경상북도 영천시 대창면,17909,그 외 기타 종이 및 판지 제품 제조업,,053-852-2260,8
서현중기,경상북도 영천시 금호읍,34011,건설 광업용 기계 및 장비 수리업,,053-857-3709,4
(주)대주강업,경상북도 영천시 화산면,25113,육상 금속 골조 구조재 제조업,,053-857-8860,15
(주)경보테크,경상북도 영천시 대창면,30399,그 외 자동차용 신품 부품 제조업 외 6 종,,053-857-9336,7
대원,경상북도 영천시 대창면,25113,육상 금속 골조 구조재 제조업 외 1 종,,053-964-4677,8
(주)이현대전력,경상북도 영천시 대창면,25113,육상 금속 골조 구조재 제조업 외 1 종,,053-982-7323,6
보문상사,경상북도 영천시 대창면,25944,금속선 가공제품 제조업,,053-985-3523,5
(주)씨앤케이케미칼,경상북도 영천시 고경면,20203,혼성 및 재생 플라스틱 소재 물질 제조업,,054-0264-8716,4
기원필드산업,경상북도 영천시 북안면,22299,그 외 기타 플라스틱 제품 제조업,,054-033-6013,8
동방산업,경상북도 영천시 대창면,22211,"플라스틱 선, 봉, 관 및 호스 제조업",,054-0336-1384,4
시온텍스,경상북도 영천시 망정동,13213,화학섬유직물 직조업,,054-0336-2646,9
영천한솔,경상북도 영천시 북안면,17901,문구용 종이제품 제조업,,054-278-3354,4
예건정밀,경상북도 영천시 청통면,30399,그 외 자동차용 신품 부품 제조업 외 3 종,,054-331-1047,5
한용선재,경상북도 영천시 북안면,24123,철강선 제조업,,054-331-2137,5
코리아향진원,경상북도 영천시 임고면,20423,화장품 제조업,,054-331-3820,0
(주)미광 제2공장,경상북도 영천시 북안면,20312,복합비료 및 기타 화학비료 제조업 외 1 종,,054-331-4955,6
(주)신화플라텍,경상북도 영천시 대창면,20203,혼성 및 재생 플라스틱 소재 물질 제조업,,054-331-4988,4
동일바이오텍,경상북도 영천시 화산면,29210,농업 및 임업용 기계 제조업,,054-331-7799,12
동진테크,경상북도 영천시 임고면,25999,그 외 기타 분류 안된 금속 가공 제품 제조업,,054-331-8461,5
제일종합안전(주),경상북도 영천시 금호읍,25994,금속 표시판 제조업 외 2 종,,054-331-8474,5
동진산업,경상북도 영천시 오수동,30399,그 외 자동차용 신품 부품 제조업,,054-332-1990,5
진보농산,경상북도 영천시 서산동,10832,천연 및 혼합조제 조미료 제조업,,054-332-3008,2
(주)동서농수산,경상북도 영천시 임고면,10519,기타 곡물 가공품 제조업 외 1 종,,054-332-6403,5
코리아ENG,경상북도 영천시 금호읍,25112,구조용 금속 판제품 및 공작물 제조업,,054-333-1833,5
농업회사법인(주)연정바이오,경상북도 영천시 신녕면,16102,표면 가공 목재 및 특정 목적용 제재목 제조업 외 1 종,,054-333-2207,12
주식회사 윤금푸드,경상북도 영천시 북안면,10701,도시락류 제조업,,054-333-4411,6
대우폐차산업,경상북도 영천시 고경면,30331,자동차용 신품 동력전달장치 제조업,,054-333-4848,8
(주)정산,경상북도 영천시 도남동,29241,건설 및 채광용 기계장비 제조업,,054-333-7204,26
마이스터 알브이,경상북도 영천시 청통면,30203,트레일러 및 세미트레일러 제조업,,054-333-8775,2
마이스터 알브이,경상북도 영천시 청통면,30203,트레일러 및 세미트레일러 제조업,,054-333-8775,10
엔더블유이엔씨,경상북도 영천시 청통면,25113,육상 금속 골조 구조재 제조업 외 1 종,,054-333-8882,15
우진세라믹,경상북도 영천시 오미동,23211,정형 내화 요업제품 제조업 외 1 종,,054-333-9657,5
대성산업,경상북도 영천시 금호읍,29293,주형 및 금형 제조업,,054-334-1749,8
영창바이오,경상북도 영천시 오수동,20312,복합비료 및 기타 화학비료 제조업 외 1 종,,054-334-2284,10
삼성곡물주식회사,경상북도 영천시 화남면,10511,곡물 도정업,,054-334-3075,6
빌드업시스터즈,경상북도 영천시 대창면,22231,"플라스틱 포대, 봉투 및 유사제품 제조업",,054-334-5014,7
(주)대성앤텍,경상북도 영천시 대창면,29250,음식료품 및 담배 가공기계 제조업 외 1 종,,054-334-7755,10
더원(theone),경상북도 영천시 작산동,10894,두부 및 유사식품 제조업 외 1 종,,054-334-7941,0
주식회사 해도 BM,경상북도 영천시 화남면,19100,코크스 및 연탄 제조업 외 1 종,,054-335-0491,3
(주)동강,경상북도 영천시 금호읍,25113,육상 금속 골조 구조재 제조업 외 1 종,,054-335-0612,4
동강산업,경상북도 영천시 대창면,30320,자동차 차체용 신품 부품 제조업 외 2 종,,054-335-0613,10
두리기업(주),경상북도 영천시 대창면,25122,금속탱크 및 저장용기 제조업 외 7 종,,054-335-1554,9
고도리 와이너리,경상북도 영천시 고경면,11119,기타 발효주 제조업,,054-335-3174,6
동성산업,경상북도 영천시 봉동,22231,"플라스틱 포대, 봉투 및 유사제품 제조업",,054-335-3836,4
농업회사법인 주식회사 진명,경상북도 영천시 고경면,10309,기타 과실채소 가공 및 저장 처리업,,054-335-5657,3
원경산업,경상북도 영천시 대창면,22232,포장용 플라스틱 성형용기 제조업,,054-335-6566,8
(주)더블유티피,경상북도 영천시 대창면,30399,그 외 자동차용 신품 부품 제조업,,054-335-6748,10
미래사무용가구,경상북도 영천시 대창면,32029,기타 목재가구 제조업,,054-335-8235,4
우신텍스(TEX),경상북도 영천시 화산면,13104,연사 및 가공사 제조업,,054-335-8390,5
농업회사법인 월성 주식회사,경상북도 영천시 청통면,10309,기타 과실채소 가공 및 저장 처리업,,054-335-8418,7
창신유통,경상북도 영천시 금호읍,10309,기타 과실채소 가공 및 저장 처리업,,054-335-8549,1
(주)케이엠,경상북도 영천시 신기동,13219,특수 직물 및 기타 직물 직조업,,054-335-8724,12
농업회사법인(주)신흥농산,경상북도 영천시 신녕면,10309,기타 과실채소 가공 및 저장 처리업,,054-335-9903,4
신흥농산,경상북도 영천시 청통면,10309,기타 과실채소 가공 및 저장 처리업,,054-335-9903,4
가온누리식품,경상북도 영천시 봉동,10832,천연 및 혼합조제 조미료 제조업 외 1 종,,054-336-0048,12
한영시스템,경상북도 영천시 괴연동,22223,플라스틱 창호 제조업,,054-336-0048,10
토탈맨홀,경상북도 영천시 신녕면,25113,육상 금속 골조 구조재 제조업 외 1 종,,054-336-0076,15
현진산업,경상북도 영천시 대창면,29133,"탭, 밸브 및 유사장치 제조업",,054-336-0736,8
농업회사법인 (주)일농,경상북도 영천시 고경면,10309,기타 과실채소 가공 및 저장 처리업,,054-336-1089,0
농업회사법인 더불어실버팜,경상북도 영천시 고경면,10309,기타 과실채소 가공 및 저장 처리업,,054-336-1089,3
대영정공,경상북도 영천시 금호읍,25112,구조용 금속 판제품 및 공작물 제조업,,054-336-2240,4
(주)티에스더블유,경상북도 영천시 화남면,32099,그 외 기타 가구 제조업,,054-336-2552,12
영풍약제개발(주),경상북도 영천시 오수동,25991,금속 캔 및 기타 포장용기 제조업 외 1 종,,054-336-3569,6
혜원영농조합법인,경상북도 영천시 청통면,16101,일반 제재업,,054-336-4113,5
농업회사법인(주)바이오그린빈,경상북도 영천시 고경면,10896,건강보조용 액화식품 제조업 외 1 종,,054-336-4576,5
태성건설,경상북도 영천시 고경면,25113,육상 금속 골조 구조재 제조업,,054-336-4634,15
(주)에스오,경상북도 영천시 금호읍,28410,전구 및 램프 제조업,,054-336-5402,3
대풍섬유,경상북도 영천시 대창면,13219,특수 직물 및 기타 직물 직조업,,054-336-5688,5
명성산업,경상북도 영천시 북안면,23993,비금속광물 분쇄물 생산업 외 3 종,,054-336-5992,5
(주)싱싱푸드,경상북도 영천시 금호읍,10519,기타 곡물 가공품 제조업,,054-336-7003,5
경도창호,경상북도 영천시 청통면,22223,플라스틱 창호 제조업,,054-336-7743,5
(주)주연에프앤피,경상북도 영천시 대창면,17212,골판지 상자 및 가공제품 제조업 외 1 종,,054-336-7876,14
신용ENG,경상북도 영천시 대창면,29293,주형 및 금형 제조업,,054-336-8371,5
웰리너스,경상북도 영천시 청통면,10892,차류 가공업 외 1 종,,054-336-8734,5
(주)올래 농업회사법인,경상북도 영천시 청통면,10309,기타 과실채소 가공 및 저장 처리업,,054-336-8820,7
(주)경명그린네트,경상북도 영천시 화남면,22299,그 외 기타 플라스틱 제품 제조업,,054-336-8829,2
태향이엔지,경상북도 영천시 대창면,30399,그 외 자동차용 신품 부품 제조업 외 3 종,,054-336-8935,5
(주)동산,경상북도 영천시 대창면,13225,직물포대 제조업,,054-336-9101,10
서광정경,경상북도 영천시 청통면,13104,연사 및 가공사 제조업,,054-336-9576,1
농업회사법인 (주)영훈,경상북도 영천시 임고면,10309,기타 과실채소 가공 및 저장 처리업,,054-337-0701,5
농업회사법인 오성농업(주),경상북도 영천시 화남면,29210,농업 및 임업용 기계 제조업,,054-337-1125,0
정원유기농 영농조합법인,경상북도 영천시 북안면,10121,가금류 가공 및 저장 처리업 외 7 종,,054-337-1505,10
(주)다온기술,경상북도 영천시 고경면,22241,운송장비 조립용 플라스틱제품 제조업,,054-337-2372,11
진일산업,경상북도 영천시 녹전동,29210,농업 및 임업용 기계 제조업,,054-337-3727,1
신영산업,경상북도 영천시 금호읍,25913,자동차용 금속 압형제품 제조업 외 1 종,,054-337-4060,4
(주)남경,경상북도 영천시 금호읍,13104,연사 및 가공사 제조업,,054-337-4352,9
(주)정신티앤씨,경상북도 영천시 화남면,20203,혼성 및 재생 플라스틱 소재 물질 제조업,,054-337-4412,7
(주)리드시스,경상북도 영천시 고경면,38321,비금속류 해체 및 선별업 외 1 종,,054-337-4456,10
(주)명진,경상북도 영천시 대창면,30399,그 외 자동차용 신품 부품 제조업 외 1 종,,054-337-5116,5
농업회사법인(주)세찬,경상북도 영천시 임고면,11119,기타 발효주 제조업 외 2 종,,054-337-5358,15
농업회사법인 대신농산(주),경상북도 영천시 청통면,10309,기타 과실채소 가공 및 저장 처리업,,054-337-6231,5
금호LED,경상북도 영천시 금호읍,28410,전구 및 램프 제조업 외 1 종,,054-337-6808,7
진흥글로벌텍스,경상북도 영천시 매산동,13104,연사 및 가공사 제조업,,054-337-7759,1
케이디이엔지(KDENG),경상북도 영천시 채신동,25113,육상 금속 골조 구조재 제조업,,054-337-7786,4
인지조형디자인,경상북도 영천시 청통면,33910,간판 및 광고물 제조업 외 1 종,,054-337-8050,5
유니테크(주),경상북도 영천시 화남면,29133,"탭, 밸브 및 유사장치 제조업 외 1 종",,054-337-9366,15
주식회사 제이더블유,경상북도 영천시 금호읍,30399,그 외 자동차용 신품 부품 제조업,,054-338-1501,8
와이앤디알,경상북도 영천시 대창면,28123,배전반 및 전기 자동제어반 제조업 외 1 종,,054-338-1861,5
한성산업,경상북도 영천시 북안면,22211,"플라스틱 선, 봉, 관 및 호스 제조업",,054-338-3035,3
백석이앤아이(주),경상북도 영천시 금호읍,27199,그 외 기타 의료용 기기 제조업,,054-338-3700,2
화성가구,경상북도 영천시 대창면,32029,기타 목재가구 제조업,,054-338-4280,5
쓰리엠맘,경상북도 영천시 화산면,10309,기타 과실채소 가공 및 저장 처리업,,054-338-5638,2
원당산업,경상북도 영천시 대창면,13213,화학섬유직물 직조업,,054-338-5654,15
현창테크,경상북도 영천시 대창면,25941,볼트 및 너트류 제조업 외 1 종,,054-338-5654,0
형인산업,경상북도 영천시 청통면,38322,비금속류 원료 재생업,,054-338-7229,5
신일종합농기계,경상북도 영천시 청통면,29210,농업 및 임업용 기계 제조업,,054-338-7782,1
현대상사,경상북도 영천시 금호읍,30320,자동차 차체용 신품 부품 제조업 외 3 종,,054-338-7783,5
태양스틸,경상북도 영천시 청통면,24199,그 외 기타 1차 철강 제조업,,054-338-8909,4
(주)건용,경상북도 영천시 청통면,25113,육상 금속 골조 구조재 제조업 외 1 종,,054-338-9395,23
비엠케이화이텍,경상북도 영천시 청통면,25999,그 외 기타 분류 안된 금속 가공 제품 제조업,,054-338-9395,6
주식회사 에코소닉스,경상북도 영천시 청통면,25111,"금속 문, 창, 셔터 및 관련제품 제조업",,054-338-9395,7
영천시트 주식회사,경상북도 영천시 금호읍,30399,그 외 자동차용 신품 부품 제조업,,054-339-0899,57
초록농산,경상북도 영천시 금호읍,10309,기타 과실채소 가공 및 저장 처리업,,054-474-5380,8
태일테크,경상북도 영천시 대창면,25999,그 외 기타 분류 안된 금속 가공 제품 제조업,,054-706-7668,8
(주)화윤,경상북도 영천시 망정동,16231,목재 깔판류 및 기타 적재판 제조업,,054-706-8701,7
대박가운,경상북도 영천시 북안면,14192,"근무복, 작업복 및 유사의복 제조업",,054-726-1238,15
치산에프앤비,경상북도 영천시 신녕면,10309,기타 과실채소 가공 및 저장 처리업,,054-853-9330,4
(주)에스엠티,경상북도 영천시 대창면,30331,자동차용 신품 동력전달장치 제조업,,054-927-7728,14
(주)바른식품,경상북도 영천시 금호읍,10302,과실 및 그 외 채소 절임식품 제조업,,054-954-2421,5
반정,경상북도 영천시 북안면,25119,기타 구조용 금속제품 제조업,,054-971-4221,5
(주)태융산업,경상북도 영천시 고경면,22241,운송장비 조립용 플라스틱제품 제조업,,054-977-9381,3
농업회사법인 주식회사 홀그레인호밀농장,경상북도 영천시 화산면,10519,기타 곡물 가공품 제조업,,054-981-0015,1
씨엔씨산업,경상북도 영천시 금호읍,25999,그 외 기타 분류 안된 금속 가공 제품 제조업,,055-333-5652,5
상진특수판지(주),경상북도 영천시 북안면,17909,그 외 기타 종이 및 판지 제품 제조업 외 1 종,,055-335-0725,0
다원포장(주),경상북도 영천시 고경면,17212,골판지 상자 및 가공제품 제조업,,070-5056-0990,4
라인메탈,경상북도 영천시 채신동,29133,"탭, 밸브 및 유사장치 제조업",,070-7469-6200,8
온리허브,경상북도 영천시 청통면,10309,기타 과실채소 가공 및 저장 처리업 외 1 종,,070-7695-6253,3
(주)동서철강,경상북도 영천시 대창면,24199,그 외 기타 1차 철강 제조업,,070-8244-2520,6
(주)다인피에스피,경상북도 영천시 화산면,17909,그 외 기타 종이 및 판지 제품 제조업 외 1 종,,070-8668-0989,5
(주)고경스틸,경상북도 영천시 고경면,24199,그 외 기타 1차 철강 제조업,,,2
(주)그린이엔씨,경상북도 영천시 금호읍,30320,자동차 차체용 신품 부품 제조업 외 1 종,,,20
(주)기백산업안전,경상북도 영천시 고경면,13922,어망 및 기타 끈 가공품 제조업,,,6
(주)꼬미다,경상북도 영천시 청통면,10603,과자류 및 코코아 제품 제조업,,,5
(주)농업회사법인 케이푸드,경상북도 영천시 화산면,10122,육류 포장육 및 냉동육 가공업 (가금류 제외),,,16
(주)다물인터내셔널,경상북도 영천시 청통면,22223,플라스틱 창호 제조업,,,5
(주)다이아텍,경상북도 영천시 대창면,32091,금속 가구 제조업 외 1 종,,,10
(주)대경,경상북도 영천시 금호읍,22222,설치용 및 위생용 플라스틱제품 제조업,,,2
(주)대흥(지점),경상북도 영천시 청통면,30393,자동차용 신품 의자 제조업,,,5
(주)드림토지개발 1공장,경상북도 영천시 대창면,30399,그 외 자동차용 신품 부품 제조업 외 3 종,,,5
(주)마린스텔라텍,경상북도 영천시 북안면,29299,그 외 기타 특수목적용 기계 제조업,,,3
(주)맥풍,경상북도 영천시 대창면,38302,비금속원료 재생업,,,10
(주)별빛,경상북도 영천시 임고면,10301,김치류 제조업 외 2 종,,,10
(주)비에스 영천공장,경상북도 영천시 북안면,13409,섬유제품 기타 정리 및 마무리 가공업,,,1
(주)삼일과수산업,경상북도 영천시 청통면,17221,종이 포대 및 가방 제조업,,,3
(주)성일코퍼레이션,경상북도 영천시 청통면,25111,"금속 문, 창, 셔터 및 관련제품 제조업",,,5
(주)시스,경상북도 영천시 청통면,29250,음식료품 및 담배 가공기계 제조업,,,5
(주)신양정밀,경상북도 영천시 봉동,25913,자동차용 금속 압형제품 제조업,,,2
(주)씨에스에너텍,경상북도 영천시 화산면,35114,태양력 발전업,,,0
(주)엔사이언스코리아,경상북도 영천시 채신동,20422,"치약, 비누 및 기타 세제 제조업",,,10
(주)영신철강,경상북도 영천시 고경면,24199,그 외 기타 1차 철강 제조업,,,2
(주)유에이치에스,경상북도 영천시 금호읍,10901,반려동물용 사료 제조업 외 1 종,,,2
(주)제이와이판넬,경상북도 영천시 채신동,25112,구조용 금속 판제품 및 공작물 제조업,,,12
(주)지에이,경상북도 영천시 본촌동,30320,자동차 차체용 신품 부품 제조업,,,1
(주)진보,경상북도 영천시 임고면,20499,그 외 기타 분류 안된 화학제품 제조업 외 1 종,,,0
(주)청운,경상북도 영천시 고경면 동,25944,금속선 가공제품 제조업 외 1 종,,,15
(주)트리엔,경상북도 영천시 고경면,29141,구름베어링 제조업 외 1 종,,,8
(주)티엔케이푸드,경상북도 영천시 대창면,10121,가금류 가공 및 저장 처리업 외 1 종,,,9
(주)협신철강,경상북도 영천시 대창면,24122,냉간 압연 및 압출 제품 제조업,,,27
(주)형제케미칼,경상북도 영천시 도남동,20129,기타 기초 무기 화학물질 제조업 외 1 종,,,15
(주)화진지앤씨,경상북도 영천시 북안면,30399,그 외 자동차용 신품 부품 제조업 외 3 종,,,9
A-ONE,경상북도 영천시 고경면,30399,그 외 자동차용 신품 부품 제조업 외 6 종,,,10
광득 산업,경상북도 영천시 화남면,22299,그 외 기타 플라스틱 제품 제조업,,,2
그랩푸드,경상북도 영천시 도남동,10121,가금류 가공 및 저장 처리업 외 2 종,,,2
글로리메탈,경상북도 영천시 대창면,25113,육상 금속 골조 구조재 제조업,,,5
금성깐마늘,경상북도 영천시 임고면,10309,기타 과실채소 가공 및 저장 처리업,,,13
금호텍스,경상북도 영천시 금호읍,14199,그 외 기타 봉제의복 제조업,,,12
농업회사법인 (주)미래농부들,경상북도 영천시 화산면,10897,건강기능식품 제조업,,,10
농업회사법인 주식회사 라이들팜,경상북도 영천시 신녕면,10820,"면류, 마카로니 및 유사식품 제조업",,,15
농업회사법인(주)케이소금나무,경상북도 영천시 고경면,10309,기타 과실채소 가공 및 저장 처리업 외 1 종,,,10
늘해찬,경상북도 영천시 금호읍,10892,차류 가공업,,,2
다물,경상북도 영천시 청통면,25111,"금속 문, 창, 셔터 및 관련제품 제조업",,,4
다올 워크테인먼트,경상북도 영천시 매산동,10309,기타 과실채소 가공 및 저장 처리업,,,3
다임텍스,경상북도 영천시 임고면,13104,연사 및 가공사 제조업,,,3
대신산업,경상북도 영천시 금호읍,30399,그 외 자동차용 신품 부품 제조업 외 3 종,,,15
대양케미칼(주),경상북도 영천시 봉동,20203,혼성 및 재생 플라스틱 소재 물질 제조업,,,3
대한한약 협동조합,경상북도 영천시 화남면,10309,기타 과실채소 가공 및 저장 처리업,,,6
도현산업,경상북도 영천시 채신동,25113,육상 금속 골조 구조재 제조업,,,0
동민산업협동조합,경상북도 영천시 금호읍,22213,플라스틱 시트 및 판 제조업 외 2 종,,,5
동형폴리텍스,경상북도 영천시 임고면,13104,연사 및 가공사 제조업,,,3
동화태양광발전소,경상북도 영천시 화산면,35114,태양력 발전업,,,1
